meal_id;nome;ativa;tipo de problema;descricao;gravidade;decisao
meal_074;Sopa de Tomate Rústica;não;Promessa Falsa;O nome promete 'tomate', mas este ingrediente não consta na receita.;Alta;
meal_075;Peixe Assado no Papelote com Cenoura;não;Promessa Falsa;O nome promete 'cenoura', mas este ingrediente não consta na receita.;Alta;
meal_076;Salada Refrescante de Melancia e Feta;não;Promessa Falsa;O nome promete 'melancia', mas este ingrediente não consta na receita.;Alta;
meal_077;Charuto de Repolho com Carne Moída;não;Promessa Falsa;O nome promete 'repolho', mas este ingrediente não consta na receita.;Alta;
meal_078;Creme de Brócolis e Queijo;não;Promessa Falsa;O nome promete 'brócolis', mas este ingrediente não consta na receita.;Alta;
meal_083;Coxinha Fit de Batata Doce;não;Promessa Falsa;O nome promete 'batata doce', mas este ingrediente não consta na receita.;Alta;
meal_086;Pizza de Berinjela (Low Carb);não;Promessa Falsa;O nome promete 'berinjela', mas este ingrediente não consta na receita.;Alta;
meal_088;Batata Frita Rústica no Forno (Ar Frito);não;Promessa Falsa;O nome promete 'batata', mas este ingrediente não consta na receita.;Alta;
meal_099;Salada Rápida de Feijão Fradinho;não;Promessa Falsa;O nome promete 'feijão', mas este ingrediente não consta na receita.;Alta;
meal_101;Bife a Cavalo com Batata Doce;não;Promessa Falsa;O nome promete 'batata doce', mas este ingrediente não consta na receita.;Alta;
meal_106;Carne de Panela com Mandioca;não;Promessa Falsa;O nome promete 'mandioca', mas este ingrediente não consta na receita.;Alta;
meal_109;Iscas de Mignon com Shoyu e Brócolis;não;Promessa Falsa;O nome promete 'brócolis', mas este ingrediente não consta na receita.;Alta;
meal_110;Peito de Peru com Salada Quente de Quinoa;não;Promessa Falsa;O nome promete 'quinoa', mas este ingrediente não consta na receita.;Alta;
meal_112;Moqueca Leve de Cação e Banana-da-Terra;não;Promessa Falsa;O nome promete 'banana', mas este ingrediente não consta na receita.;Alta;
meal_113;Macarrão com Camarão e Alho;não;Promessa Falsa;O nome promete 'macarrão', mas este ingrediente não consta na receita.;Alta;
meal_115;Arroz de Couve-Flor com Polvo;não;Promessa Falsa;O nome promete 'couve', mas este ingrediente não consta na receita.;Alta;
meal_115;Arroz de Couve-Flor com Polvo;não;Promessa Falsa;O nome promete 'arroz', mas este ingrediente não consta na receita.;Alta;
meal_116;Lentilha Estufada com Cogumelos;não;Promessa Falsa;O nome promete 'lentilha', mas este ingrediente não consta na receita.;Alta;
meal_117;Risoto Falso de Quinoa e Funghi;não;Promessa Falsa;O nome promete 'quinoa', mas este ingrediente não consta na receita.;Alta;
meal_122;Mingau de Aveia com Maçã e Canela;não;Promessa Falsa;O nome promete 'maçã', mas este ingrediente não consta na receita.;Alta;
meal_123;Omelete de Claras com Espinafre;não;Promessa Falsa;O nome promete 'espinafre', mas este ingrediente não consta na receita.;Alta;
meal_124;Panqueca de Batata Doce;não;Promessa Falsa;O nome promete 'batata doce', mas este ingrediente não consta na receita.;Alta;
meal_133;Macarrão com Sardinha e Molho de Tomate;não;Promessa Falsa;O nome promete 'macarrão', mas este ingrediente não consta na receita.;Alta;
meal_134;Bife Acebolado com Mandioca Cozida;não;Promessa Falsa;O nome promete 'mandioca', mas este ingrediente não consta na receita.;Alta;
meal_135;Risoto Falso de Frango e Couve-flor;não;Promessa Falsa;O nome promete 'couve', mas este ingrediente não consta na receita.;Alta;
meal_145;Tofu Assado com Brócolis;não;Promessa Falsa;O nome promete 'brócolis', mas este ingrediente não consta na receita.;Alta;
meal_149;Sopa Detox de Couve;não;Promessa Falsa;O nome promete 'couve', mas este ingrediente não consta na receita.;Alta;
meal_152;Bowl Proteico Vegano (Quinoa e Tofu);não;Promessa Falsa;O nome promete 'quinoa', mas este ingrediente não consta na receita.;Alta;
meal_155;Salada de Batata e Ovo (Maionese Fit);não;Promessa Falsa;O nome promete 'batata', mas este ingrediente não consta na receita.;Alta;
meal_157;Frango Grelhado com Abobrinha;não;Promessa Falsa;O nome promete 'abobrinha', mas este ingrediente não consta na receita.;Alta;
meal_158;Bife de Patinho com Arroz Integral;não;Promessa Falsa;O nome promete 'arroz', mas este ingrediente não consta na receita.;Alta;
meal_167;Ovo Cozido com Batata Doce Amassada;não;Promessa Falsa;O nome promete 'batata doce', mas este ingrediente não consta na receita.;Alta;
meal_169;Salada Rápida de Cenoura e Ovo;não;Promessa Falsa;O nome promete 'cenoura', mas este ingrediente não consta na receita.;Alta;
meal_175;Vitamina de Aveia e Maçã;não;Promessa Falsa;O nome promete 'maçã', mas este ingrediente não consta na receita.;Alta;
meal_181;Frango Desfiado com Purê de Mandioca;não;Promessa Falsa;O nome promete 'mandioca', mas este ingrediente não consta na receita.;Alta;
meal_182;Sopa Clara de Cenoura e Batata;não;Promessa Falsa;O nome promete 'batata', mas este ingrediente não consta na receita.;Alta;
meal_182;Sopa Clara de Cenoura e Batata;não;Promessa Falsa;O nome promete 'cenoura', mas este ingrediente não consta na receita.;Alta;
meal_183;Arroz Branco com Ovos Cozidos;não;Promessa Falsa;O nome promete 'arroz', mas este ingrediente não consta na receita.;Alta;
meal_189;Salada Morna de Quinoa;não;Promessa Falsa;O nome promete 'quinoa', mas este ingrediente não consta na receita.;Alta;
meal_190;Ovos Escalfados com Batata;não;Promessa Falsa;O nome promete 'batata', mas este ingrediente não consta na receita.;Alta;
meal_181;Frango Desfiado com Purê de Mandioca;não;Risco de Confusão;O prefixo/nome base é muito similar a outras receitas: Frango Desfiado com Purê de Abóbora, Frango Desfiado com Tapioca.;Média;
