meal_id;nome;ativa;tipo de problema;descricao;gravidade;decisao
meal_147;Sopa de Tomate com Ovo Escalfado;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_148;Filé Mignon com Salada Verde;false;Completude;Ingrediente(s) [aipo (salsão)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_148;Filé Mignon com Salada Verde;false;Ordem e clareza;A instrução pede para temperar DEPOIS de servir, invertendo o processo culinário.;Média;
meal_148;Filé Mignon com Salada Verde;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_149;Sopa Detox de Couve;false;Completude;Ingrediente(s) [polenta cozida, trigo sarraceno cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_149;Sopa Detox de Couve;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_150;Atum com Legumes no Vapor;false;Completude;Ingrediente(s) [farinha de trigo, polenta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_150;Atum com Legumes no Vapor;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_150;Atum com Legumes no Vapor;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_151;Pizza de Frigideira Low Carb;true;Completude;Ingrediente(s) [ovo cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_152;Bowl Proteico Vegano (Quinoa e Tofu);false;Completude;Ingrediente(s) [cuscuz de milho cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_153;Strogonoff de Cogumelos;false;Completude;Ingrediente(s) [batata doce cozida, pipoca (sem óleo, sem sal)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_153;Strogonoff de Cogumelos;false;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_154;Sanduíche de Pasta de Amendoim Quente;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_155;Salada de Batata e Ovo (Maionese Fit);false;Completude;Ingrediente(s) [pão integral] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_155;Salada de Batata e Ovo (Maionese Fit);false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_157;Frango Grelhado com Abobrinha;false;Completude;Ingrediente(s) [arroz parboilizado cozido, azeite de oliva extravirgem] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_157;Frango Grelhado com Abobrinha;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_158;Bife de Patinho com Arroz Integral;false;Completude;Ingrediente(s) [alface, milho cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_158;Bife de Patinho com Arroz Integral;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_158;Bife de Patinho com Arroz Integral;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_159;Burrito Bowl (Sem Massa);false;Completude;Ingrediente(s) [batata doce cozida, macarrão cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_160;Sopa de Ervilha com Bacon de Peru;true;Precisão utilizável;Instrução usa 'frite' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_163;Salada de Frango Rápida;true;Completude;Ingrediente(s) [aipo (salsão)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_164;Wrap Quente de Peito de Peru;true;Completude;Ingrediente(s) [peito de peru defumado] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_166;Torrada Integral com Requeijão e Orégano;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_167;Ovo Cozido com Batata Doce Amassada;false;Completude;Ingrediente(s) [arroz integral cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_167;Ovo Cozido com Batata Doce Amassada;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_168;Abacate com Limão e Chia;true;Completude;Ingrediente(s) [limonada sem açúcar] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_169;Salada Rápida de Cenoura e Ovo;false;Completude;Ingrediente(s) [polenta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_169;Salada Rápida de Cenoura e Ovo;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_171;Suco Verde Detox Intenso;false;Completude;Ingrediente(s) [araruta cozida, laranja, limonada sem açúcar, trigo sarraceno cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_172;Kombucha de Morango Caseira;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_173;Chá Verde Gelado com Limão e Gengibre;true;Completude;Ingrediente(s) [chá verde sem açúcar, limonada sem açúcar] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_174;Smoothie de Leite de Coco e Frutas Vermelhas;true;Completude;Ingrediente(s) [morango] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_175;Vitamina de Aveia e Maçã;false;Completude;Ingrediente(s) [laranja] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_177;Café Termogênico com Canela;true;Completude;Ingrediente(s) [café sem açúcar] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_181;Frango Desfiado com Purê de Mandioca;false;Completude;Ingrediente(s) [farinha de aveia] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_181;Frango Desfiado com Purê de Mandioca;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_182;Sopa Clara de Cenoura e Batata;false;Completude;Ingrediente(s) [azeite de oliva extravirgem, pão integral, polenta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_182;Sopa Clara de Cenoura e Batata;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_183;Arroz Branco com Ovos Cozidos;false;Completude;Ingrediente(s) [batata doce cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_183;Arroz Branco com Ovos Cozidos;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_184;Mingau de Maizena (Amido de Milho);false;Completude;Ingrediente(s) [arroz branco cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_185;Peixe Branco Cozido no Caldo;false;Completude;Ingrediente(s) [polenta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_185;Peixe Branco Cozido no Caldo;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_186;Biscoito de Arroz com Requeijão;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_189;Salada Morna de Quinoa;false;Completude;Ingrediente(s) [cuscuz de milho cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_189;Salada Morna de Quinoa;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_190;Ovos Escalfados com Batata;false;Completude;Ingrediente(s) [pão integral] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_190;Ovos Escalfados com Batata;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_191;Macarrão com Queijo Clássico (Mac & Cheese);true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_192;Hambúrguer Caseiro com Bacon;true;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_193;Pizza de Calabresa em Casa;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_194;Cachorro-Quente Especial;true;Completude;Ingrediente(s) [cachorro-quente (com pão e salsicha)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_195;Espaguete à Bolonhesa com Parmesão;false;Completude;Ingrediente(s) [quinoa cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_195;Espaguete à Bolonhesa com Parmesão;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_196;Taco Mexicano Completo;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_197;Prato Feito Turbinado (Ovo e Fritas);false;Completude;Ingrediente(s) [macarrão cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_197;Prato Feito Turbinado (Ovo e Fritas);false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_198;Wrap de Kebab de Carne;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_199;Batata Frita com Queijo e Bacon;true;Viabilidade prática;Requer uso de forno convencional para um lanche/café da manhã, o que é pouco prático no dia a dia.;Baixa;
meal_200;Nachos com Carne e Guacamole;true;Completude;Ingrediente(s) [salgadinho de pacote (tipo chips de milho)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_200;Nachos com Carne e Guacamole;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
