exercise_id,id,name_ptbr,name_en,name_fr,instruction_ptbr,instruction_en,instruction_fr,muscle_groups_ids,muscle_groups_nomes,exercise_equipments_ids,exercise_equipments_nomes,exercise_level_id,exercise_level_nome,avoid_health_conditions_ids,avoid_health_conditions_nomes,caution_health_condition_ids,caution_health_condition_nomes,ambiente_permitido,calories,image_url,video_url
ex_063,5c6f07e2-7544-4308-8691-58782c13f304,Agachamento com miniband nos joelhos,Squat with Mini Band around Knees,Squat avec mini band aux genoux,Faça o agachamento mantendo miniband nos joelhos.,Perform squat keeping miniband around knees.,Faites un squat avec minibande aux genoux.,glutes; quadriceps; core,Core (Geral); Quadríceps; Glúteos (Geral),elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,160,,https://drive.google.com/file/d/1ONBnOmKh9WpVQ01F4FOfF594hyU3fkH-/view?usp=sharing
ex_064,81769a59-3b6f-4cb2-9a54-d5b58c07114b,Extensão de quadril no cross,Hip Extension on Cable Machine,Extension de hanche à la poulie,"No cross, prenda o tornozelo no cabo e faça extensão de quadril.",Attach ankle to cable machine and extend hip backward.,Attachez la cheville à la poulie et faites une extension de hanche.,glutes; hamstrings; core,Core (Geral); Isquiotibiais; Glúteos (Geral),cable_row,remada baixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; knee_pain; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Joelho; Lombar; Obesidade ; Pós-parto,Academia,150,,https://drive.google.com/file/d/1Yypm_yCD_NY1T8vc1GfqNRRs0KkfBOdh/view?usp=sharing
ex_065,c40f5e9b-fb8e-4411-bed5-8fff9663b53e,Romanian Deadlift com halteres,Romanian Deadlift with Dumbbells,Soulevé de terre roumain avec haltères,"Segure os halteres, flexione o quadril mantendo costas retas e retorne.","Hold dumbbells, bend at hips keeping back straight and return.","Tenez des haltères, pliez les hanches en gardant le dos droit et revenez.",glutes; hamstrings; core,Core (Geral); Isquiotibiais; Glúteos (Geral),dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; knee_pain; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Joelho; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,200,,https://drive.google.com/file/d/1dtLxDH-us5U6UFZDHq6K5qVftndDInAR/view?usp=sharing
ex_066,d330a3ff-ff01-4b6e-ac21-a70882041365,Stiff com halteres,Stiff-legged Deadlift with Dumbbells,Soulevé de terre jambes tendues avec haltères,Faça o stiff segurando halteres com as pernas quase estendidas.,"Perform stiff-legged deadlift with dumbbells, legs almost extended.",Faites un soulevé de terre jambes tendues avec haltères.,glutes; hamstrings,Isquiotibiais; Glúteos (Geral),dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; knee_pain; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Joelho; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,190,,https://drive.google.com/file/d/1uXIwxsSgLdekmDsKMuV5SM8TFKBgVIZx/view?usp=sharing
ex_067,f41ae60c-f614-4a46-b675-64f3677d74e9,Deadlift unilateral com halter,Single-leg Dumbbell Deadlift,Soulevé de terre unilatéral avec haltère,Execute o deadlift com um halter usando apenas uma perna.,Perform single-leg dumbbell deadlift using one leg.,Faites un soulevé de terre unilatéral avec un haltère.,glutes; hamstrings; core,Core (Geral); Isquiotibiais; Glúteos (Geral),dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; knee_pain; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Joelho; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,210,,https://drive.google.com/file/d/1zmkzhoXnKhoqoZlUvpMsv_eQSpYM74_i/view?usp=sharing
ex_068,2518b7a0-39e7-4488-b683-b337c3da0bbe,Sumô Deadlift com halteres,Sumo Deadlift with Dumbbells,Soulevé de terre sumo avec haltères,"Afaste as pernas, segure os halteres e realize o deadlift sumô.","Stand with feet wide, hold dumbbells and perform sumo deadlift.","Debout jambes écartées, tenez des haltères et faites un soulevé de terre sumo.",glutes; hamstrings; adductors; quadriceps,Quadríceps; Isquiotibiais; Glúteos (Geral); Adutores,dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; knee_pain; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Joelho; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,220,,https://drive.google.com/file/d/1Vemk-WVqtc-WthjjOEvRvWgthBcpF-EC/view?usp=sharing
ex_069,e5185fa1-3605-4aa0-a209-5eee43fba927,Deadlift tradicional com barra,Conventional Barbell Deadlift,Soulevé de terre classique avec barre,Faça o deadlift tradicional segurando a barra no chão.,Perform conventional deadlift with barbell from the floor.,Faites un soulevé de terre classique avec barre au sol.,glutes; hamstrings; core,Core (Geral); Isquiotibiais; Glúteos (Geral),bar_fixed_bar,barra/barra fixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; knee_pain; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Joelho; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,230,,https://drive.google.com/file/d/1c2KTEP3Z0vGA0wi9T0_6wbu0Gm76B2yS/view?usp=sharing
ex_070,cedb7248-13b1-4756-9871-f10a18341b25,Romanian Deadlift com barra,Romanian Deadlift with Barbell,Soulevé de terre roumain avec barre,"Execute o deadlift romeno usando barra, mantendo joelhos semi-flexionados.","Do Romanian deadlift with barbell, keeping knees slightly bent.","Faites un soulevé de terre roumain avec barre, genoux légèrement fléchis.",glutes; hamstrings,Isquiotibiais; Glúteos (Geral),bar_fixed_bar,barra/barra fixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; knee_pain; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Joelho; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,225,,https://drive.google.com/file/d/1YDElL45X_-sPFjyBs5GqBKajIcdwLd_V/view?usp=sharing
ex_071,3a86ec4a-0029-4064-80d2-c1a9b5f3ae63,Stiff com barra,Stiff-legged Deadlift with Barbell,Soulevé de terre jambes tendues avec barre,Faça o stiff com barra mantendo as pernas estendidas.,"Do stiff-legged deadlift with barbell, keeping legs extended.",Faites un soulevé de terre jambes tendues avec barre.,glutes; hamstrings,Isquiotibiais; Glúteos (Geral),bar_fixed_bar,barra/barra fixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,220,,https://drive.google.com/file/d/1MZSK8BncCcV_m-mKtLOm-OVxcvUdQFxw/view?usp=sharing
ex_072,6b68d82d-e4ab-43f7-8cfe-e20b1f9c8dce,Sumô Deadlift com barra,Sumo Deadlift with Barbell,Soulevé de terre sumo avec barre,"Afaste as pernas, segure a barra e execute o deadlift sumô.","Stand with feet wide, hold barbell and perform sumo deadlift.","Debout jambes écartées, tenez une barre et faites un soulevé de terre sumo.",glutes; hamstrings; adductors; quadriceps,Quadríceps; Isquiotibiais; Glúteos (Geral); Adutores,bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,240,,https://drive.google.com/file/d/1Vpv7Hx9WHqvGWSVfktVcUX3oIgBDX4Wk/view?usp=sharing
ex_073,a4cce26e-558e-4acb-b0af-e56043ece1e5,Ponte de glúteos unilateral,Single-leg Glute Bridge,Pont de fessiers unilatéral,"Deite-se, apoie um pé no chão e eleve o quadril com a outra perna estendida.","Lie down, keep one foot on the floor and lift your hips with the other leg extended.","Allongez-vous, gardez un pied au sol et levez les hanches avec l'autre jambe tendue.",hamstrings; glutes; core,Core (Geral); Isquiotibiais; Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),beginner,Iniciante,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,130,,https://drive.google.com/file/d/1JYXya7Iy0151QTmepQ0qZ37a9jByRWoD/view?usp=sharing
ex_074,7d86e294-99da-4512-8e41-7235cada45e2,Good morning com peso corporal,Bodyweight Good Morning,Good morning au poids du corps,"Em pé, incline o tronco para frente mantendo as costas retas.",Stand and bend your torso forward keeping your back straight.,"Debout, penchez le torse vers l'avant en gardant le dos droit.",hamstrings; glutes; core,Core (Geral); Isquiotibiais; Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),beginner,Iniciante,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,140,,https://drive.google.com/file/d/1gLh92WMRiXARuYRZrMtHmEWmkIH4f64W/view?usp=sharing
ex_075,6865584e-cbad-47c5-90b7-7077463ef820,Stiff com halteres,Dumbbell Stiff Deadlift,Soulevé de terre jambes tendues avec haltères,"Em pé, segure halteres e desça o tronco mantendo pernas semiflexionadas.",Stand holding dumbbells and lower your torso keeping legs slightly bent.,"Debout, tenez des haltères et baissez le torse en gardant les jambes semi-fléchies.",hamstrings; glutes; core; erector_spinae,Core (Geral); Eretores da Espinha; Isquiotibiais; Glúteos (Geral),dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,180,,https://drive.google.com/file/d/1uXIwxsSgLdekmDsKMuV5SM8TFKBgVIZx/view?usp=sharing
ex_076,d49d5750-e218-42ad-bc90-75db33002b24,Leg curl com bola suíça,Swiss Ball Leg Curl,Leg curl avec ballon suisse,Deite-se e flexione os joelhos apoiando os pés em uma bola suíça.,Lie down and bend your knees with feet on a Swiss ball.,Allongez-vous et pliez les genoux en posant les pieds sur un ballon suisse.,hamstrings; glutes,Isquiotibiais; Glúteos (Geral),swiss_ball,bola suíça,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,160,,https://drive.google.com/file/d/1M9ydM1Rip-j5vHyWnEf-z6UMRo9cbIJl/view?usp=sharing
ex_077,523a4f00-3114-49a3-8bb6-e2a8ae7007fe,Good morning com elastico,Band Good Morning,Good morning avec élastique,"Em pé, incline o tronco para frente segurando elástico.",Stand and bend your torso forward holding a band.,"Debout, penchez le torse en avant en tenant un élastique.",hamstrings; glutes; core,Core (Geral); Isquiotibiais; Glúteos (Geral),elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,150,,https://drive.google.com/file/d/1ZV05a8pkwPy21EvNZYPhMRwJLwcH71hg/view?usp=sharing
ex_078,23422781-d1e0-4f19-96a9-7bdf7ce5ea16,Mesa flexora,Lying Leg Curl Machine,Machine à ischio-jambiers couchée,Deite-se no aparelho e flexione os joelhos contra a resistência.,Lie on the machine and curl your legs against resistance.,Allongez-vous sur la machine et pliez les jambes contre la résistance.,glutes,Glúteos (Geral),leg_curl,mesa flexora,beginner,Iniciante,none,Nenhuma,none,Nenhuma,Academia,135,,https://drive.google.com/file/d/1e7Ko_ttgDmpuJFk-v4_aG3ZVWYG8WAQ2/view?usp=sharing
ex_079,a1271c1d-89f8-40de-9e88-49c27ab8e7eb,Stiff com barra,Barbell Stiff Deadlift,Soulevé de terre jambes tendues avec barre,"Em pé, segure a barra e desça o tronco mantendo pernas semiflexionadas.",Stand holding a barbell and lower your torso keeping legs slightly bent.,"Debout, tenez une barre et baissez le torse en gardant les jambes semi-fléchies.",glutes,Glúteos (Geral),bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,200,,https://drive.google.com/file/d/1MZSK8BncCcV_m-mKtLOm-OVxcvUdQFxw/view?usp=sharing
ex_080,d6cad5a1-991a-4a83-b7f7-01effd39939c,Levantamento terra romeno,Romanian Deadlift,Soulevé de terre roumain,"Em pé, segure a barra e desça o tronco projetando o quadril para trás.",Stand holding a barbell and push hips back lowering your torso.,"Debout, tenez une barre et poussez les hanches vers l'arrière en baissant le torse.",hamstrings; glutes; core,Core (Geral); Isquiotibiais; Glúteos (Geral),bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,210,,https://drive.google.com/file/d/1YDElL45X_-sPFjyBs5GqBKajIcdwLd_V/view?usp=sharing
ex_081,0cda2aa7-4111-4d6d-af9c-3c001325ba6c,Cadeira flexora,Seated Leg Curl Machine,Machine à ischio-jambiers assise,Sente-se no aparelho e flexione os joelhos contra a resistência.,Sit on the machine and curl your legs against resistance.,Asseyez-vous sur la machine et pliez les jambes contre la résistance.,hamstrings; glutes,Isquiotibiais; Glúteos (Geral),leg_curl,mesa flexora,beginner,Iniciante,none,Nenhuma,none,Nenhuma,Academia,145,,https://drive.google.com/file/d/1-bPTlHNzxU-L0KWSkMBAoC2KTjhL6kcl/view?usp=sharing
ex_082,611c5857-ee00-4b0e-99a8-b90844f68578,Kettlebell swing,Kettlebell Swing,Kettlebell swing,Balance o kettlebell de trás para frente até a altura dos ombros.,Swing the kettlebell back and forth up to shoulder height.,Balancez le kettlebell d'avant en arrière jusqu'à la hauteur des épaules.,hamstrings; glutes; quadriceps; core,Core (Geral); Quadríceps; Isquiotibiais; Glúteos (Geral),kettlebell,kettlebell,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,220,,https://drive.google.com/file/d/1vxBahjJxuh8_nKjAQa8FVmJELu-U8QXF/view?usp=sharing
ex_083,6544cb32-9eb7-4bbe-ba86-a4d491fcefa3,Deadlift com barra olímpica,Olympic Barbell Deadlift,Soulevé de terre avec barre olympique,Agache e levante a barra olímpica do chão até a posição ereta.,Squat and lift the Olympic barbell from the floor to standing.,Accroupissez-vous et levez la barre olympique du sol à la position debout.,glutes,Glúteos (Geral),bar_fixed_bar,barra/barra fixa,advanced,Avançado,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,230,,https://drive.google.com/file/d/1c2KTEP3Z0vGA0wi9T0_6wbu0Gm76B2yS/view?usp=sharing
ex_084,a0f47a73-fc70-45e6-95b2-97ef41386c0d,Avanço reverso (peso corporal),Reverse Lunge (Bodyweight),Fente arrière (poids du corps),Dê um passo para trás e flexione o joelho mantendo a postura.,Step back and bend your knee while keeping posture.,Faites un pas en arrière et pliez le genou en gardant la posture.,hamstrings; glutes,Isquiotibiais; Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),beginner,Iniciante,none,Nenhuma,none,Nenhuma,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,140,,https://drive.google.com/file/d/1fcKF6R3dN8JqsJn1rDX1Pmi7UgcqChiN/view?usp=sharing
ex_085,57d710dc-68ad-454e-bdbd-7b4e6d8c2517,Avanço reverso com halteres,Reverse Lunge with Dumbbells,Fente arrière avec haltères,"Segure halteres e dê um passo para trás, flexionando o joelho.",Hold dumbbells and step back bending your knee.,Tenez des haltères et faites un pas en arrière en pliant le genou.,hamstrings; glutes; quadriceps; core,Core (Geral); Quadríceps; Isquiotibiais; Glúteos (Geral),dumbbells,halteres,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,170,,https://drive.google.com/file/d/11FdM2ssjI27r9OT21Z89tIs-zmo7GrSU/view?usp=sharing
ex_086,cdcb79f0-ad16-40a7-97ff-12c9f271ff82,Deadlift unilateral com halteres,Single-leg Dumbbell Deadlift,Soulevé de terre unilatéral avec haltères,"Com um halter em uma mão, faça o movimento de deadlift em uma perna.",Hold a dumbbell in one hand and perform a deadlift on one leg.,Tenez un haltère d'une main et faites un soulevé de terre sur une jambe.,hamstrings; glutes; quadriceps; core,Core (Geral); Quadríceps; Isquiotibiais; Glúteos (Geral),dumbbells,halteres,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,160,,https://drive.google.com/file/d/1zmkzhoXnKhoqoZlUvpMsv_eQSpYM74_i/view?usp=sharing
ex_087,417559b6-f1a8-46ee-bf19-6b71be3ba61f,Mesa flexora,Lying Leg Curl Machine,Machine à ischio-jambiers couchée,Deite-se no aparelho e flexione os joelhos contra a resistência.,Lie on the machine and curl your legs against resistance.,Allongez-vous sur la machine et pliez les jambes contre la résistance.,hamstrings; glutes; core; stabilizers,Músculos Estabilizadores; Core (Geral); Isquiotibiais; Glúteos (Geral),leg_curl,mesa flexora,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Academia,150,,https://drive.google.com/file/d/1e7Ko_ttgDmpuJFk-v4_aG3ZVWYG8WAQ2/view?usp=sharing
ex_088,f2bb0b4e-5fc5-49b1-badc-c6639f6e56cf,Cadeira flexora unilateral,Single-leg Seated Leg Curl Machine,Machine à ischio-jambiers assise unilatérale,Sente-se no aparelho e flexione uma perna de cada vez.,Sit on the machine and curl one leg at a time.,Asseyez-vous sur la machine et pliez une jambe à la fois.,hamstrings; glutes,Isquiotibiais; Glúteos (Geral),leg_curl,mesa flexora,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Academia,140,,https://drive.google.com/file/d/1OGrSw2eyfwDD0LiWoVM93JFpcA-b40gh/view?usp=sharing
ex_089,b819eab6-22ea-473f-bd5c-f070c77d5b56,Good morning com barra,Barbell Good Morning,Good morning avec barre,Coloque a barra sobre os ombros e incline o tronco para frente.,Place the barbell on shoulders and bend torso forward.,Placez la barre sur vos épaules et penchez le torse vers l'avant.,hamstrings; glutes,Isquiotibiais; Glúteos (Geral),bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,170,,https://drive.google.com/file/d/19u_XpuHU_Xh0oGjoR0zKAytwxbgJ7Mvo/view?usp=sharing
ex_090,8eeb79e6-0800-4bbf-bf47-28df4c52f260,Peso morto romeno com halteres,Romanian Deadlift with Dumbbells,Soulevé de terre roumain avec haltères,Segure halteres e desça o tronco projetando o quadril para trás.,Hold dumbbells and push hips back lowering your torso.,Tenez des haltères et poussez les hanches vers l'arrière en baissant le torse.,hamstrings; glutes; core,Core (Geral); Isquiotibiais; Glúteos (Geral),dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,170,,https://drive.google.com/file/d/1dtLxDH-us5U6UFZDHq6K5qVftndDInAR/view?usp=sharing
ex_091,3a3f4f11-e291-494e-9df8-b54fbf863481,Stiff unilateral com peso corporal,Single-leg Stiff Deadlift (Bodyweight),Soulevé de terre jambes tendues unilatéral (poids du corps),"Em pé em uma perna, desça o tronco mantendo equilíbrio.",Stand on one leg and lower your torso keeping balance.,"Debout sur une jambe, baissez le torse en gardant l'équilibre.",hamstrings; glutes; core; erector_spinae,Core (Geral); Eretores da Espinha; Isquiotibiais; Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,150,,https://drive.google.com/file/d/1Lqmv0x1Tgkc6DLC7T90bUhAwikgi5j9M/view?usp=sharing
ex_092,cdd08cb8-a30d-4265-a776-bf2f34dffaa8,Stiff unilateral com halteres,Single-leg Stiff Deadlift with Dumbbells,Soulevé de terre jambes tendues unilatéral avec haltères,Segure halteres e faça o stiff apoiando-se em uma perna.,Hold dumbbells and perform stiff while balancing on one leg.,Tenez des haltères et effectuez un stiff en vous tenant sur une jambe.,hamstrings; glutes; core; erector_spinae,Core (Geral); Eretores da Espinha; Isquiotibiais; Glúteos (Geral),dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,170,,https://drive.google.com/file/d/1p7vs2eA5NZ1MrebmOijKj5Ctf-bUuRrN/view?usp=sharing
ex_093,b80136ad-0fbc-4a84-b951-504432d2d311,Elevação de panturrilha no chão,Standing Calf Raise,Élévation de mollets au sol,"Eleve os calcanhares do chão em pé, mantendo os joelhos estendidos.","Calf raises on the floor, lift your heels while keeping knees extended.","Élévations de mollets au sol, levez les talons en gardant les genoux tendus.",calves,Panturrilhas,none_bodyweight,nenhum (peso do corpo),beginner,Iniciante,none,Nenhuma,asthma; diabetes; high_blood_pressure; obesity; heart_condition,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,100,,https://drive.google.com/file/d/1HsIFAItpWDwOEpdM8MLF6WFYza4iPydF/view?usp=sharing
ex_094,64393b0b-cb66-46b2-a561-e4f9aed99586,Elevação unilateral de panturrilha,Single-Leg Calf Raise,Élévation de mollets sur une jambe,"Eleve o calcanhar de uma perna por vez, mantendo o equilíbrio.","Single-leg calf raises, lift one heel at a time while keeping balance.","Élévations de mollets unilatérales, levez un talon à la fois en gardant l’équilibre.",calves; core; stabilizers,Músculos Estabilizadores; Core (Geral); Panturrilhas,none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,none,Nenhuma,asthma; diabetes; high_blood_pressure; obesity; heart_condition,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,110,,https://drive.google.com/file/d/1HHiWU6jfiXctCKvYO0WjRqMELAzUvVUI/view?usp=sharing
ex_095,d216723b-0478-4228-88db-0db949df670f,Elevação de panturrilha com halteres,Dumbbell Calf Raise,Élévation de mollets avec haltères,Segure halteres nas mãos e eleve os calcanhares do chão.,"Calf raises with dumbbells, hold dumbbells and lift your heels.","Élévations de mollets avec haltères, tenez des haltères et levez les talons.",calves; glutes; core,Core (Geral); Glúteos (Geral); Panturrilhas,dumbbells,halteres,intermediate,Intermediário,none,Nenhuma,asthma; diabetes; high_blood_pressure; obesity; heart_condition,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ,Casa (com equipamento); Academia,120,,https://drive.google.com/file/d/1HsIFAItpWDwOEpdM8MLF6WFYza4iPydF/view?usp=sharing
ex_096,ed06d6a9-205e-402c-a723-64ff6388208b,Elevação de panturrilha em pé na máquina,Standing Calf Raise Machine,Élévation de mollets à la machine debout,Apoie os ombros na máquina e eleve os calcanhares lentamente.,"Standing calf raises on machine, place shoulders under pads and lift heels.","Élévations de mollets debout à la machine, placez les épaules sous les coussinets et levez les talons.",calves; glutes,Glúteos (Geral); Panturrilhas,calf_raise_machine,Máquina de panturrilha,intermediate,Intermediário,none,Nenhuma,asthma; diabetes; high_blood_pressure; obesity; heart_condition,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ,Academia,140,,
ex_097,69182a10-6814-4dfc-a7ab-8009a9f3736d,Panturrilha sentado na máquina,Seated Calf Raise Machine,Élévation de mollets assis à la machine,Sente-se na máquina com pesos sobre as coxas e eleve os calcanhares.,"Seated calf raises on machine, sit with weight on thighs and lift heels.","Élévations de mollets assis à la machine, asseyez-vous avec le poids sur les cuisses et levez les talons.",calves; glutes,Glúteos (Geral); Panturrilhas,calf_raise_machine,Máquina de panturrilha,intermediate,Intermediário,none,Nenhuma,asthma; diabetes; high_blood_pressure; obesity; heart_condition,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ,Academia,130,,https://drive.google.com/file/d/1THsiEfutqRmeWhiW50WBQD481g_q-kzr/view?usp=sharing
ex_098,c73dd261-0fcb-48a8-bd80-74f3dc9d24eb,Panturrilha no leg press 45,45-Degree Leg Press Calf Raise,Mollets au leg press 45°,"No leg press, apoie apenas a ponta dos pés na plataforma e empurre.","Calf raises on 45-degree leg press, push with only toes on platform.","Mollets à la presse à 45 degrés, poussez avec seulement les orteils sur la plateforme.",calves,Panturrilhas,leg_press,leg press,advanced,Avançado,none,Nenhuma,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro,Academia,135,,https://drive.google.com/file/d/1fx99yzQ83Sn86nwf5ahUk4VLPPRk3Lmd/view?usp=sharing
ex_099,8b20db91-fa19-49b9-bf10-7fde0069ccc7,Corrida no lugar em ponta dos pés,Tiptoe Running in Place,Course sur place sur la pointe des pieds,Corra no lugar mantendo-se na ponta dos pés.,"Run in place on your tiptoes, keeping heels off the floor.","Courez sur place sur la pointe des pieds, en gardant les talons levés.",calves,Panturrilhas,none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,220,,https://drive.google.com/file/d/1-L7uqo6_AjAITZyfYAVRc5DaXCzi9pYS/view?usp=sharing
