meal_plan_id,meal_plan_nome,dietary_preference,meals_per_day,day_order,refeicoes_do_dia,calorias_totais_dia,proteina_total_g,carboidrato_total_g,gordura_total_g
mp_046,Emagrecimento - 1200 kcal,vegetarian,5,2,Café da manhã: Crepioca de Ricota | Lanche: Wrap Doce de Pasta de Amendoim | Almoço: Sanduíche de Ovo Cozido | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Sopa Creme de Ervilha,1230,58.5,132.5,50.5
mp_046,Emagrecimento - 1200 kcal,vegetarian,5,3,Café da manhã: Crepioca de Ricota | Lanche: Wrap Doce de Pasta de Amendoim | Almoço: Sanduíche de Ovo Cozido | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Sopa Creme de Ervilha,1230,58.5,132.5,50.5
mp_046,Emagrecimento - 1200 kcal,vegetarian,5,4,Café da manhã: Crepioca de Ricota | Lanche: Wrap Doce de Pasta de Amendoim | Almoço: Sanduíche de Ovo Cozido | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Sopa Creme de Ervilha,1230,58.5,132.5,50.5
mp_046,Emagrecimento - 1200 kcal,vegetarian,5,5,Café da manhã: Crepioca de Ricota | Lanche: Wrap Doce de Pasta de Amendoim | Almoço: Sanduíche de Ovo Cozido | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Sopa Creme de Ervilha,1230,58.5,132.5,50.5
mp_046,Emagrecimento - 1200 kcal,vegetarian,5,6,Café da manhã: Crepioca de Ricota | Lanche: Wrap Doce de Pasta de Amendoim | Almoço: Sanduíche de Ovo Cozido | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Sopa Creme de Ervilha,1230,58.5,132.5,50.5
mp_046,Emagrecimento - 1200 kcal,vegetarian,5,7,Café da manhã: Crepioca de Ricota | Lanche: Wrap Doce de Pasta de Amendoim | Almoço: Sanduíche de Ovo Cozido | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Sopa Creme de Ervilha,1230,58.5,132.5,50.5
mp_047,Manutenção - 1800 kcal,pescetarian,6,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Cuscuz Marroquino com Grão-de-Bico | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Filé de Pescada com Brócolis | Lanche: Bolo de Chocolate de Microondas Fit,1682,95.9,177.9,66.3
mp_047,Manutenção - 1800 kcal,pescetarian,6,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Cuscuz Marroquino com Grão-de-Bico | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Filé de Pescada com Brócolis | Lanche: Bolo de Chocolate de Microondas Fit,1682,95.9,177.9,66.3
mp_047,Manutenção - 1800 kcal,pescetarian,6,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Cuscuz Marroquino com Grão-de-Bico | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Filé de Pescada com Brócolis | Lanche: Bolo de Chocolate de Microondas Fit,1682,95.9,177.9,66.3
mp_047,Manutenção - 1800 kcal,pescetarian,6,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Cuscuz Marroquino com Grão-de-Bico | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Filé de Pescada com Brócolis | Lanche: Bolo de Chocolate de Microondas Fit,1682,95.9,177.9,66.3
mp_047,Manutenção - 1800 kcal,pescetarian,6,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Cuscuz Marroquino com Grão-de-Bico | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Filé de Pescada com Brócolis | Lanche: Bolo de Chocolate de Microondas Fit,1682,95.9,177.9,66.3
mp_047,Manutenção - 1800 kcal,pescetarian,6,6,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Cuscuz Marroquino com Grão-de-Bico | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Filé de Pescada com Brócolis | Lanche: Bolo de Chocolate de Microondas Fit,1682,95.9,177.9,66.3
mp_047,Manutenção - 1800 kcal,pescetarian,6,7,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Cuscuz Marroquino com Grão-de-Bico | Lanche: Bolo de Chocolate de Microondas Fit | Janta: Filé de Pescada com Brócolis | Lanche: Bolo de Chocolate de Microondas Fit,1682,95.9,177.9,66.3
mp_048,Manutenção - 1800 kcal,omnivore,3,1,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Pizza de Calabresa em Casa,1716,88.3,192.3,61.5
mp_048,Manutenção - 1800 kcal,omnivore,3,2,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Pizza de Calabresa em Casa,1716,88.3,192.3,61.5
mp_048,Manutenção - 1800 kcal,omnivore,3,3,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Pizza de Calabresa em Casa,1716,88.3,192.3,61.5
mp_048,Manutenção - 1800 kcal,omnivore,3,4,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Pizza de Calabresa em Casa,1716,88.3,192.3,61.5
mp_048,Manutenção - 1800 kcal,omnivore,3,5,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Pizza de Calabresa em Casa,1716,88.3,192.3,61.5
mp_048,Manutenção - 1800 kcal,omnivore,3,6,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Pizza de Calabresa em Casa,1716,88.3,192.3,61.5
mp_048,Manutenção - 1800 kcal,omnivore,3,7,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Pizza de Calabresa em Casa,1716,88.3,192.3,61.5
mp_049,Manutenção - 2200 kcal,omnivore,4,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Bife a Cavalo com Batata Doce | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,1957,89.7,196.3,92.0
mp_049,Manutenção - 2200 kcal,omnivore,4,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Bife a Cavalo com Batata Doce | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,1957,89.7,196.3,92.0
mp_049,Manutenção - 2200 kcal,omnivore,4,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Bife a Cavalo com Batata Doce | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,1957,89.7,196.3,92.0
mp_049,Manutenção - 2200 kcal,omnivore,4,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Bife a Cavalo com Batata Doce | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,1957,89.7,196.3,92.0
mp_049,Manutenção - 2200 kcal,omnivore,4,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Bife a Cavalo com Batata Doce | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,1957,89.7,196.3,92.0
mp_049,Manutenção - 2200 kcal,omnivore,4,6,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Bife a Cavalo com Batata Doce | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,1957,89.7,196.3,92.0
mp_049,Manutenção - 2200 kcal,omnivore,4,7,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Bife a Cavalo com Batata Doce | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,1957,89.7,196.3,92.0
mp_050,Hipertrofia - 2200 kcal,omnivore,6,1,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido de Abacate Proteico | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batido de Abacate Proteico",2123,143.1,182.4,94.8
mp_050,Hipertrofia - 2200 kcal,omnivore,6,2,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido de Abacate Proteico | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batido de Abacate Proteico",2123,143.1,182.4,94.8
mp_050,Hipertrofia - 2200 kcal,omnivore,6,3,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido de Abacate Proteico | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batido de Abacate Proteico",2123,143.1,182.4,94.8
mp_050,Hipertrofia - 2200 kcal,omnivore,6,4,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido de Abacate Proteico | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batido de Abacate Proteico",2123,143.1,182.4,94.8
mp_050,Hipertrofia - 2200 kcal,omnivore,6,5,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido de Abacate Proteico | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batido de Abacate Proteico",2123,143.1,182.4,94.8
mp_050,Hipertrofia - 2200 kcal,omnivore,6,6,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido de Abacate Proteico | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batido de Abacate Proteico",2123,143.1,182.4,94.8
mp_050,Hipertrofia - 2200 kcal,omnivore,6,7,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido de Abacate Proteico | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batido de Abacate Proteico",2123,143.1,182.4,94.8
mp_051,Emagrecimento - 1800 kcal,omnivore,4,1,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Cuscuz Marroquino com Grão-de-Bico | Janta: Pizza de Frigideira com Massa de Aveia | Lanche: Batata Frita com Queijo e Bacon,1706,77.1,198.7,62.2
mp_051,Emagrecimento - 1800 kcal,omnivore,4,2,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Cuscuz Marroquino com Grão-de-Bico | Janta: Pizza de Frigideira com Massa de Aveia | Lanche: Batata Frita com Queijo e Bacon,1706,77.1,198.7,62.2
mp_051,Emagrecimento - 1800 kcal,omnivore,4,3,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Cuscuz Marroquino com Grão-de-Bico | Janta: Pizza de Frigideira com Massa de Aveia | Lanche: Batata Frita com Queijo e Bacon,1706,77.1,198.7,62.2
mp_051,Emagrecimento - 1800 kcal,omnivore,4,4,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Cuscuz Marroquino com Grão-de-Bico | Janta: Pizza de Frigideira com Massa de Aveia | Lanche: Batata Frita com Queijo e Bacon,1706,77.1,198.7,62.2
mp_051,Emagrecimento - 1800 kcal,omnivore,4,5,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Cuscuz Marroquino com Grão-de-Bico | Janta: Pizza de Frigideira com Massa de Aveia | Lanche: Batata Frita com Queijo e Bacon,1706,77.1,198.7,62.2
mp_051,Emagrecimento - 1800 kcal,omnivore,4,6,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Cuscuz Marroquino com Grão-de-Bico | Janta: Pizza de Frigideira com Massa de Aveia | Lanche: Batata Frita com Queijo e Bacon,1706,77.1,198.7,62.2
mp_051,Emagrecimento - 1800 kcal,omnivore,4,7,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Cuscuz Marroquino com Grão-de-Bico | Janta: Pizza de Frigideira com Massa de Aveia | Lanche: Batata Frita com Queijo e Bacon,1706,77.1,198.7,62.2
mp_052,Emagrecimento - 1800 kcal,omnivore,3,1,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Macarrão com Queijo Clássico (Mac & Cheese) | Janta: Pizza de Calabresa em Casa,1433,69.4,157.3,51.4
mp_052,Emagrecimento - 1800 kcal,omnivore,3,2,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Macarrão com Queijo Clássico (Mac & Cheese) | Janta: Pizza de Calabresa em Casa,1433,69.4,157.3,51.4
mp_052,Emagrecimento - 1800 kcal,omnivore,3,3,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Macarrão com Queijo Clássico (Mac & Cheese) | Janta: Pizza de Calabresa em Casa,1433,69.4,157.3,51.4
mp_052,Emagrecimento - 1800 kcal,omnivore,3,4,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Macarrão com Queijo Clássico (Mac & Cheese) | Janta: Pizza de Calabresa em Casa,1433,69.4,157.3,51.4
mp_052,Emagrecimento - 1800 kcal,omnivore,3,5,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Macarrão com Queijo Clássico (Mac & Cheese) | Janta: Pizza de Calabresa em Casa,1433,69.4,157.3,51.4
mp_052,Emagrecimento - 1800 kcal,omnivore,3,6,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Macarrão com Queijo Clássico (Mac & Cheese) | Janta: Pizza de Calabresa em Casa,1433,69.4,157.3,51.4
mp_052,Emagrecimento - 1800 kcal,omnivore,3,7,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Macarrão com Queijo Clássico (Mac & Cheese) | Janta: Pizza de Calabresa em Casa,1433,69.4,157.3,51.4
mp_053,Emagrecimento - 1600 kcal,omnivore,6,1,Café da manhã: Mingau de Aveia com Banana | Lanche: Sanduíche Natural de Atum | Almoço: Hambúrguer Vegetal com Purê de Abóbora | Lanche: Sanduíche Natural de Atum | Janta: Almôndegas Caseiras de Patinho | Lanche: Sanduíche Natural de Atum,1605.6,126.4,164.3,52.4
mp_053,Emagrecimento - 1600 kcal,omnivore,6,2,Café da manhã: Mingau de Aveia com Banana | Lanche: Sanduíche Natural de Atum | Almoço: Hambúrguer Vegetal com Purê de Abóbora | Lanche: Sanduíche Natural de Atum | Janta: Almôndegas Caseiras de Patinho | Lanche: Sanduíche Natural de Atum,1605.6,126.4,164.3,52.4
mp_053,Emagrecimento - 1600 kcal,omnivore,6,3,Café da manhã: Mingau de Aveia com Banana | Lanche: Sanduíche Natural de Atum | Almoço: Hambúrguer Vegetal com Purê de Abóbora | Lanche: Sanduíche Natural de Atum | Janta: Almôndegas Caseiras de Patinho | Lanche: Sanduíche Natural de Atum,1605.6,126.4,164.3,52.4
mp_053,Emagrecimento - 1600 kcal,omnivore,6,4,Café da manhã: Mingau de Aveia com Banana | Lanche: Sanduíche Natural de Atum | Almoço: Hambúrguer Vegetal com Purê de Abóbora | Lanche: Sanduíche Natural de Atum | Janta: Almôndegas Caseiras de Patinho | Lanche: Sanduíche Natural de Atum,1605.6,126.4,164.3,52.4
mp_053,Emagrecimento - 1600 kcal,omnivore,6,5,Café da manhã: Mingau de Aveia com Banana | Lanche: Sanduíche Natural de Atum | Almoço: Hambúrguer Vegetal com Purê de Abóbora | Lanche: Sanduíche Natural de Atum | Janta: Almôndegas Caseiras de Patinho | Lanche: Sanduíche Natural de Atum,1605.6,126.4,164.3,52.4
mp_053,Emagrecimento - 1600 kcal,omnivore,6,6,Café da manhã: Mingau de Aveia com Banana | Lanche: Sanduíche Natural de Atum | Almoço: Hambúrguer Vegetal com Purê de Abóbora | Lanche: Sanduíche Natural de Atum | Janta: Almôndegas Caseiras de Patinho | Lanche: Sanduíche Natural de Atum,1605.6,126.4,164.3,52.4
mp_053,Emagrecimento - 1600 kcal,omnivore,6,7,Café da manhã: Mingau de Aveia com Banana | Lanche: Sanduíche Natural de Atum | Almoço: Hambúrguer Vegetal com Purê de Abóbora | Lanche: Sanduíche Natural de Atum | Janta: Almôndegas Caseiras de Patinho | Lanche: Sanduíche Natural de Atum,1605.6,126.4,164.3,52.4
mp_054,Emagrecimento - 1400 kcal,omnivore,5,1,Café da manhã: Vitamina de Abacate Tradicional | Lanche: Pizza de Frigideira Low Carb | Almoço: Escondidinho de Batata Doce e Carne | Lanche: Suco Verde Detox Intenso | Janta: Sopa de Ervilha com Bacon de Peru,1372.4,79.4,129.1,60.2
mp_054,Emagrecimento - 1400 kcal,omnivore,5,2,Café da manhã: Vitamina de Abacate Tradicional | Lanche: Pizza de Frigideira Low Carb | Almoço: Escondidinho de Batata Doce e Carne | Lanche: Suco Verde Detox Intenso | Janta: Sopa de Ervilha com Bacon de Peru,1372.4,79.4,129.1,60.2
mp_054,Emagrecimento - 1400 kcal,omnivore,5,3,Café da manhã: Vitamina de Abacate Tradicional | Lanche: Pizza de Frigideira Low Carb | Almoço: Escondidinho de Batata Doce e Carne | Lanche: Suco Verde Detox Intenso | Janta: Sopa de Ervilha com Bacon de Peru,1372.4,79.4,129.1,60.2
mp_054,Emagrecimento - 1400 kcal,omnivore,5,4,Café da manhã: Vitamina de Abacate Tradicional | Lanche: Pizza de Frigideira Low Carb | Almoço: Escondidinho de Batata Doce e Carne | Lanche: Suco Verde Detox Intenso | Janta: Sopa de Ervilha com Bacon de Peru,1372.4,79.4,129.1,60.2
mp_054,Emagrecimento - 1400 kcal,omnivore,5,5,Café da manhã: Vitamina de Abacate Tradicional | Lanche: Pizza de Frigideira Low Carb | Almoço: Escondidinho de Batata Doce e Carne | Lanche: Suco Verde Detox Intenso | Janta: Sopa de Ervilha com Bacon de Peru,1372.4,79.4,129.1,60.2
mp_054,Emagrecimento - 1400 kcal,omnivore,5,6,Café da manhã: Vitamina de Abacate Tradicional | Lanche: Pizza de Frigideira Low Carb | Almoço: Escondidinho de Batata Doce e Carne | Lanche: Suco Verde Detox Intenso | Janta: Sopa de Ervilha com Bacon de Peru,1372.4,79.4,129.1,60.2
mp_054,Emagrecimento - 1400 kcal,omnivore,5,7,Café da manhã: Vitamina de Abacate Tradicional | Lanche: Pizza de Frigideira Low Carb | Almoço: Escondidinho de Batata Doce e Carne | Lanche: Suco Verde Detox Intenso | Janta: Sopa de Ervilha com Bacon de Peru,1372.4,79.4,129.1,60.2
mp_055,Emagrecimento - 1400 kcal,omnivore,4,1,Café da manhã: Avocado Toast com Ovo (Pão com Abacate) | Almoço: Bife a Cavalo com Batata Doce | Janta: Sopa de Ervilha com Bacon de Peru | Lanche: Nachos com Carne e Guacamole,1668.5,108.2,123.6,82.1
mp_055,Emagrecimento - 1400 kcal,omnivore,4,2,Café da manhã: Avocado Toast com Ovo (Pão com Abacate) | Almoço: Bife a Cavalo com Batata Doce | Janta: Sopa de Ervilha com Bacon de Peru | Lanche: Nachos com Carne e Guacamole,1668.5,108.2,123.6,82.1
mp_055,Emagrecimento - 1400 kcal,omnivore,4,3,Café da manhã: Avocado Toast com Ovo (Pão com Abacate) | Almoço: Bife a Cavalo com Batata Doce | Janta: Sopa de Ervilha com Bacon de Peru | Lanche: Nachos com Carne e Guacamole,1668.5,108.2,123.6,82.1
mp_055,Emagrecimento - 1400 kcal,omnivore,4,4,Café da manhã: Avocado Toast com Ovo (Pão com Abacate) | Almoço: Bife a Cavalo com Batata Doce | Janta: Sopa de Ervilha com Bacon de Peru | Lanche: Nachos com Carne e Guacamole,1668.5,108.2,123.6,82.1
mp_055,Emagrecimento - 1400 kcal,omnivore,4,5,Café da manhã: Avocado Toast com Ovo (Pão com Abacate) | Almoço: Bife a Cavalo com Batata Doce | Janta: Sopa de Ervilha com Bacon de Peru | Lanche: Nachos com Carne e Guacamole,1668.5,108.2,123.6,82.1
mp_055,Emagrecimento - 1400 kcal,omnivore,4,6,Café da manhã: Avocado Toast com Ovo (Pão com Abacate) | Almoço: Bife a Cavalo com Batata Doce | Janta: Sopa de Ervilha com Bacon de Peru | Lanche: Nachos com Carne e Guacamole,1668.5,108.2,123.6,82.1
mp_055,Emagrecimento - 1400 kcal,omnivore,4,7,Café da manhã: Avocado Toast com Ovo (Pão com Abacate) | Almoço: Bife a Cavalo com Batata Doce | Janta: Sopa de Ervilha com Bacon de Peru | Lanche: Nachos com Carne e Guacamole,1668.5,108.2,123.6,82.1
mp_056,Hipertrofia - 2200 kcal,omnivore,6,1,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife de Alcatra com Purê de Batata | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Vitamina de Aveia, Morango e Colágeno",2011,109.9,216.5,82.8
mp_056,Hipertrofia - 2200 kcal,omnivore,6,2,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife de Alcatra com Purê de Batata | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Vitamina de Aveia, Morango e Colágeno",2011,109.9,216.5,82.8
mp_056,Hipertrofia - 2200 kcal,omnivore,6,3,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife de Alcatra com Purê de Batata | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Vitamina de Aveia, Morango e Colágeno",2011,109.9,216.5,82.8
mp_056,Hipertrofia - 2200 kcal,omnivore,6,4,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife de Alcatra com Purê de Batata | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Vitamina de Aveia, Morango e Colágeno",2011,109.9,216.5,82.8
mp_056,Hipertrofia - 2200 kcal,omnivore,6,5,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife de Alcatra com Purê de Batata | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Vitamina de Aveia, Morango e Colágeno",2011,109.9,216.5,82.8
mp_056,Hipertrofia - 2200 kcal,omnivore,6,6,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife de Alcatra com Purê de Batata | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Vitamina de Aveia, Morango e Colágeno",2011,109.9,216.5,82.8
mp_056,Hipertrofia - 2200 kcal,omnivore,6,7,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife de Alcatra com Purê de Batata | Lanche: Batido de Abacate Proteico | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Vitamina de Aveia, Morango e Colágeno",2011,109.9,216.5,82.8
mp_057,Manutenção - 2000 kcal,omnivore,5,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Wrap Quente de Peito de Peru | Janta: Panqueca de Frango Desfiado,1794,100.1,178.3,74
mp_057,Manutenção - 2000 kcal,omnivore,5,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Wrap Quente de Peito de Peru | Janta: Panqueca de Frango Desfiado,1794,100.1,178.3,74
mp_057,Manutenção - 2000 kcal,omnivore,5,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Wrap Quente de Peito de Peru | Janta: Panqueca de Frango Desfiado,1794,100.1,178.3,74
mp_057,Manutenção - 2000 kcal,omnivore,5,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Wrap Quente de Peito de Peru | Janta: Panqueca de Frango Desfiado,1794,100.1,178.3,74
mp_057,Manutenção - 2000 kcal,omnivore,5,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Wrap Quente de Peito de Peru | Janta: Panqueca de Frango Desfiado,1794,100.1,178.3,74
mp_057,Manutenção - 2000 kcal,omnivore,5,6,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Wrap Quente de Peito de Peru | Janta: Panqueca de Frango Desfiado,1794,100.1,178.3,74
mp_057,Manutenção - 2000 kcal,omnivore,5,7,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Wrap Quente de Peito de Peru | Janta: Panqueca de Frango Desfiado,1794,100.1,178.3,74
mp_058,Manutenção - 2500 kcal,omnivore,5,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Bowl Proteico Vegano (Quinoa e Tofu) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2442,124.7,264.3,99.0
mp_058,Manutenção - 2500 kcal,omnivore,5,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Bowl Proteico Vegano (Quinoa e Tofu) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2442,124.7,264.3,99.0
mp_058,Manutenção - 2500 kcal,omnivore,5,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Bowl Proteico Vegano (Quinoa e Tofu) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2442,124.7,264.3,99.0
mp_058,Manutenção - 2500 kcal,omnivore,5,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Bowl Proteico Vegano (Quinoa e Tofu) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2442,124.7,264.3,99.0
mp_058,Manutenção - 2500 kcal,omnivore,5,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Bowl Proteico Vegano (Quinoa e Tofu) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2442,124.7,264.3,99.0
