exercise_id,exercise_nome,condition_slug,condition_nome_ptbr,tipo,source
ex_053,Avanço unilateral Smith,lumbar_hernia,Lombar,caution,confirmed
ex_053,Avanço unilateral Smith,obesity,Obesidade ,caution,confirmed
ex_053,Avanço unilateral Smith,pregnancy,Gravidez,avoid,confirmed
ex_053,Avanço unilateral Smith,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_055,Deadlift com barra olímpica,asthma,Asma ,caution,confirmed
ex_055,Deadlift com barra olímpica,diabetes,Diabetes,caution,confirmed
ex_055,Deadlift com barra olímpica,heart_condition,Condição Cardíaca ,caution,confirmed
ex_055,Deadlift com barra olímpica,high_blood_pressure,Hipertensão ,caution,confirmed
ex_055,Deadlift com barra olímpica,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_055,Deadlift com barra olímpica,knee_pain,Joelho,caution,confirmed
ex_055,Deadlift com barra olímpica,lumbar_hernia,Lombar,caution,confirmed
ex_055,Deadlift com barra olímpica,lumbar_pain,Lombar,caution,ai_suggested
ex_055,Deadlift com barra olímpica,obesity,Obesidade ,caution,confirmed
ex_055,Deadlift com barra olímpica,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_055,Deadlift com barra olímpica,pregnancy,Gravidez,avoid,confirmed
ex_055,Deadlift com barra olímpica,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_056,Step-up no box com peso,asthma,Asma ,caution,confirmed
ex_056,Step-up no box com peso,diabetes,Diabetes,caution,confirmed
ex_056,Step-up no box com peso,heart_condition,Condição Cardíaca ,caution,confirmed
ex_056,Step-up no box com peso,high_blood_pressure,Hipertensão ,caution,confirmed
ex_056,Step-up no box com peso,knee_pain,Joelho,caution,confirmed
ex_056,Step-up no box com peso,lumbar_hernia,Lombar,caution,confirmed
ex_056,Step-up no box com peso,obesity,Obesidade ,caution,confirmed
ex_056,Step-up no box com peso,pregnancy,Gravidez,avoid,confirmed
ex_056,Step-up no box com peso,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_057,Agachamento búlgaro com o tronco projetado à frente com halteres,asthma,Asma ,caution,confirmed
ex_057,Agachamento búlgaro com o tronco projetado à frente com halteres,diabetes,Diabetes,caution,confirmed
ex_057,Agachamento búlgaro com o tronco projetado à frente com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_057,Agachamento búlgaro com o tronco projetado à frente com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_057,Agachamento búlgaro com o tronco projetado à frente com halteres,knee_pain,Joelho,caution,confirmed
ex_057,Agachamento búlgaro com o tronco projetado à frente com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_057,Agachamento búlgaro com o tronco projetado à frente com halteres,obesity,Obesidade ,caution,confirmed
ex_057,Agachamento búlgaro com o tronco projetado à frente com halteres,pregnancy,Gravidez,avoid,confirmed
ex_057,Agachamento búlgaro com o tronco projetado à frente com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_058,Agachamento isométrico (cadeirinha),asthma,Asma ,caution,confirmed
ex_058,Agachamento isométrico (cadeirinha),diabetes,Diabetes,caution,confirmed
ex_058,Agachamento isométrico (cadeirinha),heart_condition,Condição Cardíaca ,caution,confirmed
ex_058,Agachamento isométrico (cadeirinha),high_blood_pressure,Hipertensão ,caution,confirmed
ex_058,Agachamento isométrico (cadeirinha),knee_pain,Joelho,caution,confirmed
ex_058,Agachamento isométrico (cadeirinha),lumbar_hernia,Lombar,caution,confirmed
ex_058,Agachamento isométrico (cadeirinha),obesity,Obesidade ,caution,confirmed
ex_058,Agachamento isométrico (cadeirinha),pregnancy,Gravidez,avoid,confirmed
ex_058,Agachamento isométrico (cadeirinha),pregnancy_postpartum,Pós-parto,caution,confirmed
ex_059,Agachamento búlgaro com o tronco projetado à frente,asthma,Asma ,caution,confirmed
ex_059,Agachamento búlgaro com o tronco projetado à frente,diabetes,Diabetes,caution,confirmed
ex_059,Agachamento búlgaro com o tronco projetado à frente,heart_condition,Condição Cardíaca ,caution,confirmed
ex_059,Agachamento búlgaro com o tronco projetado à frente,high_blood_pressure,Hipertensão ,caution,confirmed
ex_059,Agachamento búlgaro com o tronco projetado à frente,knee_pain,Joelho,caution,confirmed
ex_059,Agachamento búlgaro com o tronco projetado à frente,lumbar_hernia,Lombar,caution,confirmed
ex_059,Agachamento búlgaro com o tronco projetado à frente,obesity,Obesidade ,caution,confirmed
ex_059,Agachamento búlgaro com o tronco projetado à frente,pregnancy,Gravidez,avoid,confirmed
ex_059,Agachamento búlgaro com o tronco projetado à frente,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_060,Avanço reverso,asthma,Asma ,caution,confirmed
ex_060,Avanço reverso,diabetes,Diabetes,caution,confirmed
ex_060,Avanço reverso,heart_condition,Condição Cardíaca ,caution,confirmed
ex_060,Avanço reverso,high_blood_pressure,Hipertensão ,caution,confirmed
ex_060,Avanço reverso,knee_pain,Joelho,caution,confirmed
ex_060,Avanço reverso,lumbar_hernia,Lombar,caution,confirmed
ex_060,Avanço reverso,obesity,Obesidade ,caution,confirmed
ex_060,Avanço reverso,pregnancy,Gravidez,avoid,confirmed
ex_060,Avanço reverso,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_062,Abdução em pé com miniband,asthma,Asma ,caution,confirmed
ex_062,Abdução em pé com miniband,diabetes,Diabetes,caution,confirmed
ex_062,Abdução em pé com miniband,groin_pain,Dor na Virilha,caution,ai_suggested
ex_062,Abdução em pé com miniband,heart_condition,Condição Cardíaca ,caution,confirmed
ex_062,Abdução em pé com miniband,high_blood_pressure,Hipertensão ,caution,confirmed
ex_062,Abdução em pé com miniband,knee_pain,Joelho,caution,confirmed
ex_062,Abdução em pé com miniband,lumbar_hernia,Lombar,caution,confirmed
ex_062,Abdução em pé com miniband,obesity,Obesidade ,caution,confirmed
ex_062,Abdução em pé com miniband,pregnancy,Gravidez,avoid,confirmed
ex_062,Abdução em pé com miniband,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_063,Agachamento com miniband nos joelhos,knee_pain,Joelho,caution,ai_suggested
ex_064,Extensão de quadril no cross,asthma,Asma ,caution,confirmed
ex_064,Extensão de quadril no cross,diabetes,Diabetes,caution,confirmed
ex_064,Extensão de quadril no cross,heart_condition,Condição Cardíaca ,caution,confirmed
ex_064,Extensão de quadril no cross,high_blood_pressure,Hipertensão ,caution,confirmed
ex_064,Extensão de quadril no cross,knee_pain,Joelho,caution,confirmed
ex_064,Extensão de quadril no cross,lumbar_hernia,Lombar,caution,confirmed
ex_064,Extensão de quadril no cross,obesity,Obesidade ,caution,confirmed
ex_064,Extensão de quadril no cross,pregnancy,Gravidez,avoid,confirmed
ex_064,Extensão de quadril no cross,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_065,Romanian Deadlift com halteres,asthma,Asma ,caution,confirmed
ex_065,Romanian Deadlift com halteres,diabetes,Diabetes,caution,confirmed
ex_065,Romanian Deadlift com halteres,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_065,Romanian Deadlift com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_065,Romanian Deadlift com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_065,Romanian Deadlift com halteres,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_065,Romanian Deadlift com halteres,knee_pain,Joelho,caution,confirmed
ex_065,Romanian Deadlift com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_065,Romanian Deadlift com halteres,lumbar_pain,Lombar,caution,ai_suggested
ex_065,Romanian Deadlift com halteres,obesity,Obesidade ,caution,confirmed
ex_065,Romanian Deadlift com halteres,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_065,Romanian Deadlift com halteres,pregnancy,Gravidez,avoid,confirmed
ex_065,Romanian Deadlift com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_066,Stiff com halteres,asthma,Asma ,caution,confirmed
ex_066,Stiff com halteres,diabetes,Diabetes,caution,confirmed
ex_066,Stiff com halteres,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_066,Stiff com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_066,Stiff com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_066,Stiff com halteres,knee_pain,Joelho,caution,confirmed
ex_066,Stiff com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_066,Stiff com halteres,lumbar_pain,Lombar,caution,ai_suggested
ex_066,Stiff com halteres,obesity,Obesidade ,caution,confirmed
ex_066,Stiff com halteres,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_066,Stiff com halteres,pregnancy,Gravidez,avoid,confirmed
ex_066,Stiff com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_067,Deadlift unilateral com halter,asthma,Asma ,caution,confirmed
ex_067,Deadlift unilateral com halter,diabetes,Diabetes,caution,confirmed
ex_067,Deadlift unilateral com halter,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_067,Deadlift unilateral com halter,heart_condition,Condição Cardíaca ,caution,confirmed
ex_067,Deadlift unilateral com halter,high_blood_pressure,Hipertensão ,caution,confirmed
ex_067,Deadlift unilateral com halter,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_067,Deadlift unilateral com halter,knee_pain,Joelho,caution,confirmed
ex_067,Deadlift unilateral com halter,lumbar_hernia,Lombar,caution,confirmed
ex_067,Deadlift unilateral com halter,lumbar_pain,Lombar,caution,ai_suggested
ex_067,Deadlift unilateral com halter,obesity,Obesidade ,caution,confirmed
ex_067,Deadlift unilateral com halter,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_067,Deadlift unilateral com halter,pregnancy,Gravidez,avoid,confirmed
ex_067,Deadlift unilateral com halter,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_068,Sumô Deadlift com halteres,asthma,Asma ,caution,confirmed
ex_068,Sumô Deadlift com halteres,diabetes,Diabetes,caution,confirmed
ex_068,Sumô Deadlift com halteres,groin_pain,Dor na Virilha,caution,ai_suggested
ex_068,Sumô Deadlift com halteres,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_068,Sumô Deadlift com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_068,Sumô Deadlift com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_068,Sumô Deadlift com halteres,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_068,Sumô Deadlift com halteres,knee_pain,Joelho,caution,confirmed
ex_068,Sumô Deadlift com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_068,Sumô Deadlift com halteres,lumbar_pain,Lombar,caution,ai_suggested
ex_068,Sumô Deadlift com halteres,obesity,Obesidade ,caution,confirmed
ex_068,Sumô Deadlift com halteres,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_068,Sumô Deadlift com halteres,pregnancy,Gravidez,avoid,confirmed
ex_068,Sumô Deadlift com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_069,Deadlift tradicional com barra,asthma,Asma ,caution,confirmed
ex_069,Deadlift tradicional com barra,diabetes,Diabetes,caution,confirmed
ex_069,Deadlift tradicional com barra,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_069,Deadlift tradicional com barra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_069,Deadlift tradicional com barra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_069,Deadlift tradicional com barra,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_069,Deadlift tradicional com barra,knee_pain,Joelho,caution,confirmed
ex_069,Deadlift tradicional com barra,lumbar_hernia,Lombar,caution,confirmed
ex_069,Deadlift tradicional com barra,lumbar_pain,Lombar,caution,ai_suggested
ex_069,Deadlift tradicional com barra,obesity,Obesidade ,caution,confirmed
ex_069,Deadlift tradicional com barra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_069,Deadlift tradicional com barra,pregnancy,Gravidez,avoid,confirmed
ex_069,Deadlift tradicional com barra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_070,Romanian Deadlift com barra,asthma,Asma ,caution,confirmed
ex_070,Romanian Deadlift com barra,diabetes,Diabetes,caution,confirmed
ex_070,Romanian Deadlift com barra,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_070,Romanian Deadlift com barra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_070,Romanian Deadlift com barra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_070,Romanian Deadlift com barra,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_070,Romanian Deadlift com barra,knee_pain,Joelho,caution,confirmed
ex_070,Romanian Deadlift com barra,lumbar_hernia,Lombar,caution,confirmed
ex_070,Romanian Deadlift com barra,lumbar_pain,Lombar,caution,ai_suggested
ex_070,Romanian Deadlift com barra,obesity,Obesidade ,caution,confirmed
ex_070,Romanian Deadlift com barra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_070,Romanian Deadlift com barra,pregnancy,Gravidez,avoid,confirmed
ex_070,Romanian Deadlift com barra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_071,Stiff com barra,asthma,Asma ,caution,confirmed
ex_071,Stiff com barra,diabetes,Diabetes,caution,confirmed
ex_071,Stiff com barra,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_071,Stiff com barra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_071,Stiff com barra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_071,Stiff com barra,lumbar_hernia,Lombar,caution,confirmed
ex_071,Stiff com barra,lumbar_pain,Lombar,caution,ai_suggested
ex_071,Stiff com barra,obesity,Obesidade ,caution,confirmed
ex_071,Stiff com barra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_071,Stiff com barra,pregnancy,Gravidez,avoid,confirmed
ex_071,Stiff com barra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_072,Sumô Deadlift com barra,asthma,Asma ,caution,confirmed
ex_072,Sumô Deadlift com barra,diabetes,Diabetes,caution,confirmed
ex_072,Sumô Deadlift com barra,groin_pain,Dor na Virilha,caution,ai_suggested
ex_072,Sumô Deadlift com barra,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_072,Sumô Deadlift com barra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_072,Sumô Deadlift com barra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_072,Sumô Deadlift com barra,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_072,Sumô Deadlift com barra,lumbar_hernia,Lombar,caution,confirmed
ex_072,Sumô Deadlift com barra,lumbar_pain,Lombar,caution,ai_suggested
ex_072,Sumô Deadlift com barra,obesity,Obesidade ,caution,confirmed
ex_072,Sumô Deadlift com barra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_072,Sumô Deadlift com barra,pregnancy,Gravidez,avoid,confirmed
ex_072,Sumô Deadlift com barra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_073,Ponte de glúteos unilateral,asthma,Asma ,caution,confirmed
ex_073,Ponte de glúteos unilateral,diabetes,Diabetes,caution,confirmed
ex_073,Ponte de glúteos unilateral,heart_condition,Condição Cardíaca ,caution,confirmed
ex_073,Ponte de glúteos unilateral,high_blood_pressure,Hipertensão ,caution,confirmed
ex_073,Ponte de glúteos unilateral,lumbar_hernia,Lombar,caution,confirmed
ex_073,Ponte de glúteos unilateral,obesity,Obesidade ,caution,confirmed
ex_073,Ponte de glúteos unilateral,pregnancy,Gravidez,avoid,confirmed
ex_073,Ponte de glúteos unilateral,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_074,Good morning com peso corporal,asthma,Asma ,caution,confirmed
ex_074,Good morning com peso corporal,diabetes,Diabetes,caution,confirmed
ex_074,Good morning com peso corporal,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_074,Good morning com peso corporal,heart_condition,Condição Cardíaca ,caution,confirmed
ex_074,Good morning com peso corporal,high_blood_pressure,Hipertensão ,caution,confirmed
ex_074,Good morning com peso corporal,lumbar_hernia,Lombar,caution,confirmed
ex_074,Good morning com peso corporal,lumbar_pain,Lombar,caution,ai_suggested
ex_074,Good morning com peso corporal,obesity,Obesidade ,caution,confirmed
ex_074,Good morning com peso corporal,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_074,Good morning com peso corporal,pregnancy,Gravidez,avoid,confirmed
ex_074,Good morning com peso corporal,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_075,Stiff com halteres,asthma,Asma ,caution,confirmed
ex_075,Stiff com halteres,diabetes,Diabetes,caution,confirmed
ex_075,Stiff com halteres,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_075,Stiff com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_075,Stiff com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_075,Stiff com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_075,Stiff com halteres,lumbar_pain,Lombar,caution,ai_suggested
ex_075,Stiff com halteres,obesity,Obesidade ,caution,confirmed
ex_075,Stiff com halteres,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_075,Stiff com halteres,pregnancy,Gravidez,avoid,confirmed
ex_075,Stiff com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_076,Leg curl com bola suíça,asthma,Asma ,caution,confirmed
ex_076,Leg curl com bola suíça,diabetes,Diabetes,caution,confirmed
ex_076,Leg curl com bola suíça,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_076,Leg curl com bola suíça,heart_condition,Condição Cardíaca ,caution,confirmed
ex_076,Leg curl com bola suíça,high_blood_pressure,Hipertensão ,caution,confirmed
ex_076,Leg curl com bola suíça,lumbar_hernia,Lombar,caution,confirmed
ex_076,Leg curl com bola suíça,obesity,Obesidade ,caution,confirmed
ex_076,Leg curl com bola suíça,pregnancy,Gravidez,avoid,confirmed
ex_076,Leg curl com bola suíça,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_077,Good morning com elastico,asthma,Asma ,caution,confirmed
ex_077,Good morning com elastico,diabetes,Diabetes,caution,confirmed
ex_077,Good morning com elastico,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_077,Good morning com elastico,heart_condition,Condição Cardíaca ,caution,confirmed
ex_077,Good morning com elastico,high_blood_pressure,Hipertensão ,caution,confirmed
ex_077,Good morning com elastico,lumbar_hernia,Lombar,caution,confirmed
ex_077,Good morning com elastico,lumbar_pain,Lombar,caution,ai_suggested
ex_077,Good morning com elastico,obesity,Obesidade ,caution,confirmed
ex_077,Good morning com elastico,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_077,Good morning com elastico,pregnancy,Gravidez,avoid,confirmed
ex_077,Good morning com elastico,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_079,Stiff com barra,asthma,Asma ,caution,confirmed
ex_079,Stiff com barra,diabetes,Diabetes,caution,confirmed
ex_079,Stiff com barra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_079,Stiff com barra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_079,Stiff com barra,lumbar_hernia,Lombar,caution,confirmed
ex_079,Stiff com barra,lumbar_pain,Lombar,caution,ai_suggested
ex_079,Stiff com barra,obesity,Obesidade ,caution,confirmed
ex_079,Stiff com barra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_079,Stiff com barra,pregnancy,Gravidez,avoid,confirmed
ex_079,Stiff com barra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_080,Levantamento terra romeno,asthma,Asma ,caution,confirmed
ex_080,Levantamento terra romeno,diabetes,Diabetes,caution,confirmed
ex_080,Levantamento terra romeno,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_080,Levantamento terra romeno,heart_condition,Condição Cardíaca ,caution,confirmed
ex_080,Levantamento terra romeno,high_blood_pressure,Hipertensão ,caution,confirmed
ex_080,Levantamento terra romeno,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_080,Levantamento terra romeno,lumbar_hernia,Lombar,caution,confirmed
ex_080,Levantamento terra romeno,lumbar_pain,Lombar,caution,ai_suggested
ex_080,Levantamento terra romeno,obesity,Obesidade ,caution,confirmed
ex_080,Levantamento terra romeno,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_080,Levantamento terra romeno,pregnancy,Gravidez,avoid,confirmed
ex_080,Levantamento terra romeno,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_081,Cadeira flexora,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_083,Deadlift com barra olímpica,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_083,Deadlift com barra olímpica,lumbar_pain,Lombar,caution,ai_suggested
ex_083,Deadlift com barra olímpica,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_084,Avanço reverso (peso corporal),knee_pain,Joelho,caution,ai_suggested
ex_085,Avanço reverso com halteres,knee_pain,Joelho,caution,ai_suggested
ex_086,Deadlift unilateral com halteres,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_086,Deadlift unilateral com halteres,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_086,Deadlift unilateral com halteres,lumbar_pain,Lombar,caution,ai_suggested
ex_086,Deadlift unilateral com halteres,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_088,Cadeira flexora unilateral,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_089,Good morning com barra,asthma,Asma ,caution,confirmed
ex_089,Good morning com barra,diabetes,Diabetes,caution,confirmed
ex_089,Good morning com barra,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_089,Good morning com barra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_089,Good morning com barra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_089,Good morning com barra,lumbar_hernia,Lombar,caution,confirmed
ex_089,Good morning com barra,lumbar_pain,Lombar,caution,ai_suggested
ex_089,Good morning com barra,obesity,Obesidade ,caution,confirmed
ex_089,Good morning com barra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_089,Good morning com barra,pregnancy,Gravidez,avoid,confirmed
ex_089,Good morning com barra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_090,Peso morto romeno com halteres,asthma,Asma ,caution,confirmed
ex_090,Peso morto romeno com halteres,diabetes,Diabetes,caution,confirmed
ex_090,Peso morto romeno com halteres,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_090,Peso morto romeno com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_090,Peso morto romeno com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_090,Peso morto romeno com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_090,Peso morto romeno com halteres,lumbar_pain,Lombar,caution,ai_suggested
ex_090,Peso morto romeno com halteres,obesity,Obesidade ,caution,confirmed
ex_090,Peso morto romeno com halteres,pregnancy,Gravidez,avoid,confirmed
ex_090,Peso morto romeno com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_091,Stiff unilateral com peso corporal,asthma,Asma ,caution,confirmed
ex_091,Stiff unilateral com peso corporal,diabetes,Diabetes,caution,confirmed
ex_091,Stiff unilateral com peso corporal,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_091,Stiff unilateral com peso corporal,heart_condition,Condição Cardíaca ,caution,confirmed
ex_091,Stiff unilateral com peso corporal,high_blood_pressure,Hipertensão ,caution,confirmed
ex_091,Stiff unilateral com peso corporal,lumbar_hernia,Lombar,caution,confirmed
ex_091,Stiff unilateral com peso corporal,lumbar_pain,Lombar,caution,ai_suggested
ex_091,Stiff unilateral com peso corporal,obesity,Obesidade ,caution,confirmed
ex_091,Stiff unilateral com peso corporal,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_091,Stiff unilateral com peso corporal,pregnancy,Gravidez,avoid,confirmed
ex_091,Stiff unilateral com peso corporal,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_092,Stiff unilateral com halteres,asthma,Asma ,caution,confirmed
ex_092,Stiff unilateral com halteres,diabetes,Diabetes,caution,confirmed
ex_092,Stiff unilateral com halteres,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_092,Stiff unilateral com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_092,Stiff unilateral com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_092,Stiff unilateral com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_092,Stiff unilateral com halteres,lumbar_pain,Lombar,caution,ai_suggested
ex_092,Stiff unilateral com halteres,obesity,Obesidade ,caution,confirmed
ex_092,Stiff unilateral com halteres,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_092,Stiff unilateral com halteres,pregnancy,Gravidez,avoid,confirmed
ex_092,Stiff unilateral com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_093,Elevação de panturrilha no chão,ankle_pain,Tornozelo,caution,ai_suggested
ex_093,Elevação de panturrilha no chão,asthma,Asma ,caution,confirmed
ex_093,Elevação de panturrilha no chão,diabetes,Diabetes,caution,confirmed
ex_093,Elevação de panturrilha no chão,heart_condition,Condição Cardíaca ,caution,confirmed
ex_093,Elevação de panturrilha no chão,high_blood_pressure,Hipertensão ,caution,confirmed
ex_093,Elevação de panturrilha no chão,obesity,Obesidade ,caution,confirmed
ex_094,Elevação unilateral de panturrilha,ankle_pain,Tornozelo,caution,ai_suggested
ex_094,Elevação unilateral de panturrilha,asthma,Asma ,caution,confirmed
ex_094,Elevação unilateral de panturrilha,diabetes,Diabetes,caution,confirmed
ex_094,Elevação unilateral de panturrilha,heart_condition,Condição Cardíaca ,caution,confirmed
ex_094,Elevação unilateral de panturrilha,high_blood_pressure,Hipertensão ,caution,confirmed
ex_094,Elevação unilateral de panturrilha,obesity,Obesidade ,caution,confirmed
ex_095,Elevação de panturrilha com halteres,ankle_pain,Tornozelo,caution,ai_suggested
ex_095,Elevação de panturrilha com halteres,asthma,Asma ,caution,confirmed
ex_095,Elevação de panturrilha com halteres,diabetes,Diabetes,caution,confirmed
ex_095,Elevação de panturrilha com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_095,Elevação de panturrilha com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_095,Elevação de panturrilha com halteres,obesity,Obesidade ,caution,confirmed
ex_096,Elevação de panturrilha em pé na máquina,ankle_pain,Tornozelo,caution,ai_suggested
ex_096,Elevação de panturrilha em pé na máquina,asthma,Asma ,caution,confirmed
ex_096,Elevação de panturrilha em pé na máquina,diabetes,Diabetes,caution,confirmed
ex_096,Elevação de panturrilha em pé na máquina,heart_condition,Condição Cardíaca ,caution,confirmed
ex_096,Elevação de panturrilha em pé na máquina,high_blood_pressure,Hipertensão ,caution,confirmed
ex_096,Elevação de panturrilha em pé na máquina,obesity,Obesidade ,caution,confirmed
ex_097,Panturrilha sentado na máquina,ankle_pain,Tornozelo,caution,ai_suggested
ex_097,Panturrilha sentado na máquina,asthma,Asma ,caution,confirmed
ex_097,Panturrilha sentado na máquina,diabetes,Diabetes,caution,confirmed
ex_097,Panturrilha sentado na máquina,heart_condition,Condição Cardíaca ,caution,confirmed
ex_097,Panturrilha sentado na máquina,high_blood_pressure,Hipertensão ,caution,confirmed
ex_097,Panturrilha sentado na máquina,obesity,Obesidade ,caution,confirmed
