meal_id,name_ptbr,meal_type,is_active,restriction_tags,ingredients
meal_180,Suco de Abacaxi com Hortelã e Gengibre,snack,false,,Gengibre em pó: 2g; Suco de abacaxi natural: 200ml
meal_181,Frango Desfiado com Purê de Mandioca,lunch,false,gluten_free_if_certified,Farinha de aveia: 150g; Peito de frango grelhado: 100g
meal_182,Sopa Clara de Cenoura e Batata,dinner,false,gluten,Azeite de oliva extravirgem: 2ml; Pão integral: 100g; Polenta cozida: 100g
meal_183,Arroz Branco com Ovos Cozidos,lunch,false,egg,Batata doce cozida: 150g; Ovo cozido: 100g
meal_184,Mingau de Maizena (Amido de Milho),breakfast,false,milk,Arroz branco cozido: 30g; Leite desnatado: 200ml
meal_185,Peixe Branco Cozido no Caldo,dinner,false,fish,Pescada cozida: 150g; Polenta cozida: 20g
meal_186,Biscoito de Arroz com Requeijão,snack,true,milk,Biscoito de arroz: 20g; Requeijão light: 20g
meal_187,Purê de Abóbora Simples,dinner,true,,Purê de abóbora (preparado): 200g
meal_188,Frango Desfiado com Tapioca,lunch,true,,Peito de frango grelhado: 80g; Tapioca (goma preparada): 50g
meal_189,Salada Morna de Quinoa,dinner,false,,Azeite de oliva extravirgem: 5ml; Cuscuz de milho cozido: 150g
meal_190,Ovos Escalfados com Batata,lunch,false,"egg,gluten",Ovo cozido: 100g; Pão integral: 150g
meal_191,Macarrão com Queijo Clássico (Mac & Cheese),lunch,true,"gluten,milk,wheat",Macarrão com queijo (Mac and Cheese): 150g; Queijo prato: 30g
meal_192,Hambúrguer Caseiro com Bacon,dinner,true,"gluten,milk,red_meat,sesame,wheat",Bacon de peru: 20g; Carne moída (patinho) cozida: 100g; Pão de hambúrguer: 50g; Queijo prato: 20g
meal_193,Pizza de Calabresa em Casa,dinner,true,"gluten,milk,wheat",Pizza de calabresa (fatia): 200g
meal_194,Cachorro-Quente Especial,lunch,true,"egg,gluten,wheat",Cachorro-quente (com pão e salsicha): 100g; Ketchup: 20g; Maionese tradicional: 10g
meal_195,Espaguete à Bolonhesa com Parmesão,lunch,false,"milk,red_meat",Carne moída (patinho) cozida: 100g; Molho de tomate caseiro: 100g; Queijo parmesão: 20g; Quinoa cozida: 150g
meal_196,Taco Mexicano Completo,dinner,true,"gluten,milk,wheat",Taco Mexicano (Carne e Queijo): 200g
meal_197,Prato Feito Turbinado (Ovo e Fritas),lunch,false,"egg,gluten,red_meat",Batata doce cozida: 100g; Batata frita Fast-Food: 100g; Contrafilé grelhado: 100g; Macarrão cozido: 100g; Ovo cozido: 50g
meal_198,Wrap de Kebab de Carne,dinner,true,"egg,gluten,wheat",Kebab / Shawarma de carne: 100g; Maionese tradicional: 10g; Wrap / Tortilha de trigo: 50g
meal_199,Batata Frita com Queijo e Bacon,snack,true,milk,Bacon de peru: 20g; Batata frita Fast-Food: 150g; Queijo muçarela: 30g
meal_200,Nachos com Carne e Guacamole,snack,true,"milk,red_meat",Carne moída (patinho) cozida: 100g; Guacamole: 30g; Queijo muçarela: 20g; Salgadinho de pacote (tipo chips de milho): 50g
